日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
3/11/2012,38.9,41,12.3,29.7,5.6,8.6,244,0,0.38,0,44.1,24.5,76,12,29.81,29.569,21.9,32.2,53.4,3/11/2012,3,0.241
3/12/2012,45.9,23,9.7,29.7,11.4,16.5,236,0,0.38,0,44.1,35.3,36,15,29.934,29.489,28.8,42.6,55,3/12/2012,3,0.445
3/13/2012,49.3,16,4.7,29.7,12.8,18.3,227,0,0.38,0,44.1,42.5,25,9,29.862,29.59,26.5,38,58.3,3/13/2012,3,0.272
3/14/2012,50.4,12,-1.1,29.8,9.8,14.1,235,0,0.38,0,44.1,38.2,21,6,29.918,29.644,21.9,31.1,59.6,3/14/2012,3,0.274
3/15/2012,48.7,23,11.2,29.9,6.1,9.5,249,0,0.38,0,44.1,32.9,55,15,30.032,29.781,16.1,26.5,60.2,3/15/2012,3,0.251
3/16/2012,47.8,29,13.7,29.7,8.7,12.5,235,0,0.38,0,44.1,27,69,14,29.97,29.533,27.6,36.8,61.3,3/16/2012,3,0.437
3/17/2012,50.7,22,11,29.5,3.5,6,157,0,0.38,0,44.1,33.4,41,11,29.715,29.321,12.7,19.6,69.4,3/17/2012,3,0.394
3/18/2012,39.4,45,16.1,29.4,7,10.6,180,0,0.38,0,44.1,23.6,89,13,29.535,29.169,26.5,35.7,59.9,3/18/2012,3,0.366
3/8/2012,28.6,57,13.2,30.5,2.1,3.6,60,0,0.38,0,44,15.7,85,27,30.676,30.268,10.4,17.3,44.6,3/8/2012,3,0.408
3/9/2012,32.2,42,6.3,30.4,1.6,3.2,91,0,0.38,0,44,12.3,77,9,30.729,29.25,13.8,24.2,55.6,3/9/2012,3,1.479
3/10/2012,37.7,41,10.4,30,1.7,3.3,82,0,0.38,0,44,16.1,71,8,30.26,29.723,10.4,16.1,59.6,3/10/2012,3,0.537
1/22/2012,29.8,41,8.2,29.6,15.6,22.8,240,0.04,0.04,0,44,25.3,60,25,29.911,29.095,34.5,49.5,37.7,1/22/2012,1,0.816
1/23/2012,31,37,6.6,29.9,10.7,15.7,243,0.04,0.04,0,43.9,22.5,64,20,29.97,29.739,31.1,44.9,41.5,1/23/2012,1,0.231
1/24/2012,25.5,70,16.7,30.1,3.4,5.2,52,0.04,0.04,0,43.9,12.6,86,44,30.373,29.809,13.8,21.9,35.8,1/24/2012,1,0.564
1/25/2012,37.7,29,7.8,30,17.5,25.5,241,0.04,0.04,0,43.9,25,46,15,30.285,29.843,38,49.5,51.3,1/25/2012,1,0.442
1/26/2012,36.9,39,13.1,29.9,11.4,16.5,230,0.04,0.04,0,43.9,31.7,81,23,30.09,29.732,25.3,36.8,45.7,1/26/2012,1,0.358
1/27/2012,26.5,38,3.5,30.1,8.3,12.8,240,0.04,0.04,0,43.9,18.9,67,21,30.404,29.722,23,36.8,34.7,1/27/2012,1,0.682
1/28/2012,26.4,18,-11.8,30.3,17.8,26.8,245,0.04,0.04,0,43.9,18.3,27,12,30.412,30.202,31.1,49.5,34,1/28/2012,1,0.21
1/29/2012,36.7,28,6.5,30.2,13.5,19.4,233,0.04,0.04,0,43.8,28.5,35,22,30.306,29.88,28.8,44.9,46.7,1/29/2012,1,0.426
1/30/2012,39.6,28,9,29.8,11.4,16.3,237,0.04,0.04,0,43.8,33.5,41,19,29.897,29.68,27.6,35.7,47,1/30/2012,1,0.217
1/31/2012,33.5,30,4.6,30,9.1,13,235,0.04,0.04,0,43.8,26.4,42,18,30.169,29.802,27.6,38,42.2,1/31/2012,1,0.367
3/1/2012,24.1,58,10.7,29.8,5.4,8.1,248,0,0.38,0,43.8,16.2,87,32,29.917,29.675,18.4,28.8,30.9,3/1/2012,3,0.242
3/2/2012,15.7,46,-2.6,30.1,6.5,9.8,254,0,0.38,0,43.8,3.4,69,23,30.351,29.899,24.2,34.5,26.7,3/2/2012,3,0.452
3/3/2012,25.9,35,1.8,30.1,16.7,26.5,255,0,0.38,0,43.8,13.5,45,27,30.248,29.94,32.2,50.6,35.2,3/3/2012,3,0.308
3/4/2012,36.9,37,12.4,30.1,15.5,20.9,231,0,0.38,0,43.8,29.4,55,25,30.228,29.954,34.5,52.9,46,3/4/2012,3,0.274
3/5/2012,44.2,22,7.4,29.9,14.6,20.5,233,0,0.38,0,43.8,36,27,15,30.08,29.578,34.5,49.5,52.2,3/5/2012,3,0.502
3/6/2012,46.4,17,1.6,29.4,13.1,18.5,223,0,0.38,0,43.8,30,43,7,29.596,29.228,32.2,51.8,56.2,3/6/2012,3,0.368
3/7/2012,26.2,77,19.6,29.8,3.5,5.4,47,0,0.38,0,43.8,21.9,89,34,30.282,29.403,11.5,13.8,36.5,3/7/2012,3,0.879
1/12/2012,23.2,24,-8.3,30.2,8.6,13.7,255,0.04,0.04,0,43.8,15.7,35,17,30.355,30.053,20.7,34.5,35.2,1/12/2012,1,0.302
1/13/2012,29.6,22,-5.1,30.1,14,21.5,250,0.04,0.04,0,43.8,22.7,27,17,30.199,30.052,33.4,48.3,36.9,1/13/2012,1,0.147
1/14/2012,38.8,23,3.8,30,14.8,22.2,238,0.04,0.04,0,43.8,29.4,30,18,30.148,29.799,26.5,44.9,46.2,1/14/2012,1,0.349
1/15/2012,40.2,18,-0.7,29.7,15.8,22.6,239,0.04,0.04,0,43.7,36,24,11,29.82,29.579,29.9,42.6,46.8,1/15/2012,1,0.241
1/16/2012,29,49,11.2,29.7,8.9,13,237,0.04,0.04,0,43.6,10.2,85,24,30.1,29.425,21.9,31.1,38,1/16/2012,1,0.675
1/17/2012,14.6,29,-12.3,30.3,14.5,21.5,243,0.04,0.04,0,43.6,8.6,39,20,30.368,30.067,25.3,40.3,22.1,1/17/2012,1,0.301
1/18/2012,30.3,34,4.8,29.9,21.8,31.7,247,0.04,0.04,0,43.6,21.8,56,21,30.152,29.69,33.4,54.1,37.5,1/18/2012,1,0.462
1/19/2012,40.3,49,22.7,29.6,22.3,32,245,0.04,0.04,0,43.6,33.1,61,41,29.77,29.506,35.7,52.9,46.1,1/19/2012,1,0.264
1/20/2012,37.2,51,20.6,29.8,10.2,14.7,239,0.04,0.04,0,43.6,34,74,35,29.928,29.554,24.2,36.8,41.5,1/20/2012,1,0.374
1/21/2012,41.7,41,19.1,29.4,16.3,23.9,241,0.04,0.04,0,43.6,35.9,69,26,29.831,29.119,34.5,50.6,52,1/21/2012,1,0.712
1/11/2012,19.4,51,2.4,30.1,6.3,10.1,249,0.04,0.04,0,43.6,12.3,80,17,30.35,29.697,21.9,42.6,33.5,1/11/2012,1,0.653
12/29/2011,39.5,45,18.7,29.8,17.2,25.6,246,0.19,11.84,0,43.6,34.1,84,24,29.977,29.53,33.4,50.6,45.7,12/29/2011,12,0.447
12/30/2011,41.8,33,14.6,29.8,14.4,21.6,236,0.19,11.84,0,43.6,34.9,42,20,29.909,29.616,33.4,49.5,51.1,12/30/2011,12,0.293
12/31/2011,29.6,35,3.8,29.9,12.6,19.3,239,0.19,11.84,0,43.6,22.1,81,14,30.459,29.376,29.9,51.8,44.5,12/31/2011,12,1.083
1/1/2012,32.4,26,-1.1,30.5,10.8,15.3,234,0,0,0,43.6,22.7,56,10,30.642,30.322,28.8,47.2,44.2,1/1/2012,1,0.32
1/2/2012,36.6,38,9.4,30.5,7.7,10.7,233,0,0,0,43.5,12.4,78,17,30.846,30.124,19.6,31.1,52.8,1/2/2012,1,0.722
1/3/2012,43.7,21,6.1,30.1,10.6,15.5,237,0,0,0,43.5,36,28,15,30.294,29.905,28.8,49.5,52.3,1/3/2012,1,0.389
1/4/2012,45.1,18,3.5,30.2,10.5,14.9,238,0,0,0,43.5,37.9,34,10,30.305,30.16,19.6,29.9,55.1,1/4/2012,1,0.145
1/5/2012,43.5,29,11.6,30,7.2,10,243,0,0,0,43.5,28.1,55,16,30.278,29.834,20.7,31.1,56.6,1/5/2012,1,0.444
1/6/2012,34.2,45,11.2,29.9,5.6,8.2,251,0,0,0,43.5,15.4,85,11,30.125,29.752,15,24.2,46.8,1/6/2012,1,0.373
1/7/2012,23.4,76,16.4,30.1,3.2,5.2,57,0,0,0,43.5,11.2,89,51,30.299,29.961,13.8,18.4,34.6,1/7/2012,1,0.338
1/8/2012,14.1,69,4.9,30.5,1.6,2.7,252,0.04,0.04,0,43.5,-1.6,83,26,30.656,30.276,15,19.6,35.2,1/8/2012,1,0.38
1/9/2012,23.3,68,13.2,30.5,1.5,2.6,29,0.04,0.04,0,43.4,6.3,85,37,30.7,30.219,10.4,11.5,46,1/9/2012,1,0.481
1/10/2012,33.2,49,12.2,30,6.2,8.8,238,0.04,0.04,0,43.4,13.5,86,16,30.319,29.697,17.3,25.3,51.2,1/10/2012,1,0.622
12/27/2011,35.8,26,3.4,30,12.1,17.3,234,0.18,11.83,0,43.4,28.8,42,16,30.078,29.858,32.2,46,45.4,12/27/2011,12,0.22
12/28/2011,38.7,36,13.9,29.9,17.5,25.9,230,0.18,11.83,0,43.3,30.1,47,23,30.035,29.811,38,50.6,45.7,12/28/2011,12,0.224
11/27/2011,45.4,21,6.9,30.2,11.3,16.9,287,0.3,11.65,0,43.3,32.2,32,15,30.492,29.923,26.5,36.8,56.5,11/27/2011,11,0.569
11/28/2011,45.9,23,7.6,30.1,9.9,14.1,261,0.3,11.65,0,43.3,30,59,12,30.27,29.898,25.3,40.3,56.5,11/28/2011,11,0.372
11/29/2011,37.9,41,13.2,30.2,7.9,11.4,278,0.3,11.65,0,43.3,20.5,79,18,30.357,29.904,20.7,28.8,51.9,11/29/2011,11,0.453
11/30/2011,40.9,30,9.5,29.8,8.4,11.9,270,0.3,11.65,0,43.3,27.1,86,16,29.998,29.604,20.7,31.1,49.6,11/30/2011,11,0.394
12/22/2011,11.1,80,6.2,30.5,2.1,3.2,299,0.09,11.74,0,43.3,-7.2,86,72,30.76,30.082,11.5,17.3,23.2,12/22/2011,12,0.678
12/23/2011,13.1,73,5.6,30.7,0.6,1.1,253,0.17,11.82,0,43.3,-9.1,83,41,30.955,30.539,6.9,11.5,38.8,12/23/2011,12,0.416
12/24/2011,18,59,3.9,30.7,0.9,1.8,180,0.18,11.83,0,43.3,0.9,83,17,30.881,30.509,8.1,13.8,43.3,12/24/2011,12,0.372
12/25/2011,21.1,63,8.7,30.6,0.4,0.9,183,0.18,11.83,0,43.3,4.3,82,20,30.886,30.175,4.6,6.9,53.9,12/25/2011,12,0.711
12/26/2011,37.4,27,5.6,30,12.1,17.8,194,0.18,11.83,0,43.3,19.1,69,18,30.175,29.807,33.4,42.6,41.9,12/26/2011,12,0.368
11/24/2011,47.9,18,6,29.8,0,0,274,0.3,11.65,0,43.2,30,43,11,29.973,29.591,0,0,56,11/24/2011,11,0.382
11/25/2011,36.9,42,14.3,29.8,8.3,12.5,283,0.3,11.65,0,43.2,23.2,87,24,30.117,29.56,29.9,43.7,46.2,11/25/2011,11,0.557
11/26/2011,24.5,36,-0.2,30.5,7.5,11,290,0.3,11.65,0,43.2,16.6,73,19,30.678,30.117,19.6,27.6,34.1,11/26/2011,11,0.561
11/14/2011,34.8,36,10,29.7,0.7,1,278,0.2,11.55,0,43.2,30.1,63,23,29.772,29.589,20.7,28.8,41.3,11/14/2011,11,0.183
11/15/2011,32.8,40,11,29.8,0,0,283,0.2,11.55,0,43.2,28.4,61,27,29.984,29.599,0,0,36.2,11/15/2011,11,0.385
11/16/2011,27.7,23,-6.1,30.2,0,0,269,0.2,11.55,0,43.2,22,40,11,30.359,29.984,0,1.2,33.7,11/16/2011,11,0.375
11/17/2011,38,24,4.5,29.9,11,16,277,0.2,11.55,0,43.2,27.9,28,17,30.22,29.628,34.5,52.9,45.2,11/17/2011,11,0.592
11/18/2011,42.5,28,11.3,29.5,11.6,16.6,273,0.2,11.55,0,43.2,36.3,37,19,29.669,29.27,31.1,44.9,50.5,11/18/2011,11,0.399
11/19/2011,29,73,20.5,29.7,5.8,8.6,274,0.24,11.59,0,43.2,23.5,88,27,30.054,29.23,24.2,34.5,42.8,11/19/2011,11,0.824
11/20/2011,33.2,58,18.7,30,7.5,10.5,273,0.3,11.65,0,43.2,18.2,86,37,30.06,29.908,20.7,28.8,44.2,11/20/2011,11,0.152
11/21/2011,38.5,47,19.6,29.9,7.3,10.6,271,0.3,11.65,0,43.2,29.3,79,31,30.051,29.823,23,32.2,45.7,11/21/2011,11,0.228
11/22/2011,37.8,43,16.9,30.1,10.6,15.2,260,0.3,11.65,0,43.2,29.4,64,33,30.201,29.981,29.9,40.3,44.1,11/22/2011,11,0.22
11/23/2011,42,28,10.1,30.1,1.1,1.6,274,0.3,11.65,0,43.2,29.7,45,14,30.204,29.956,15,26.5,55.4,11/23/2011,11,0.248
10/30/2011,44.6,35,18.2,30,9.7,13.5,267,0.89,11.35,0,43.1,36.6,48,26,30.094,29.981,25.3,34.5,53.2,10/30/2011,10,0.113
10/31/2011,49.4,30,19,29.9,9.1,13.4,273,0.89,11.35,0,43.1,42.5,47,24,30.005,29.759,19.6,32.2,55.9,10/31/2011,10,0.246
11/1/2011,34,73,25.4,29.9,4.8,7.2,73,0,11.35,0,43.1,21.1,90,38,30.225,29.766,15,19.6,45.4,11/1/2011,11,0.459
11/2/2011,21.4,86,18,30.5,1.9,3.4,93,0.2,11.55,0,43.1,15.6,89,81,30.61,30.197,8.1,11.5,29.5,11/2/2011,11,0.413
11/3/2011,20.9,71,9.8,30.5,1.8,3,303,0.2,11.55,0,43.1,2.6,86,11,30.678,29.585,16.1,21.9,53.6,11/3/2011,11,1.093
11/5/2011,33.5,55,17.6,29.4,7.8,11.9,279,0.2,11.55,0,43.1,22.2,81,29,29.603,29.21,34.5,52.9,51,11/5/2011,11,0.393
11/6/2011,26.7,46,8.4,29.9,10.9,14.9,272,0.2,11.55,0,43.1,17.2,64,33,30.195,29.49,28.8,39.1,34,11/6/2011,11,0.705
11/7/2011,24.6,69,15.3,30.2,2.2,3.5,73,0.2,11.55,0,43.1,14.8,84,34,30.272,30.034,12.7,19.6,39.1,11/7/2011,11,0.238
11/8/2011,25.4,54,9.1,30.3,3.8,5.8,279,0.2,11.55,0,43.1,11.6,85,24,30.456,30.041,17.3,27.6,39.3,11/8/2011,11,0.415
11/9/2011,30.5,31,0.9,30.4,5.7,9.1,298,0.2,11.55,0,43.1,14.8,62,14,30.521,30.325,17.3,27.6,43.3,11/9/2011,11,0.196
11/10/2011,39.4,14,-6.4,30.2,12.7,18.7,277,0.2,11.55,0,43,32.2,19,9,30.353,29.889,34.5,46,47.3,11/10/2011,11,0.464
11/11/2011,43.4,11,-8.6,29.8,12.7,17.6,272,0.2,11.55,0,43,36.2,20,6,29.94,29.497,27.6,38,54.1,11/11/2011,11,0.443
11/12/2011,37.4,48,17.1,29.4,18.3,26.3,276,0.2,11.55,0,43,30,89,16,29.581,29.195,48.3,77.1,43.3,11/12/2011,11,0.386
11/13/2011,35.5,58,21.6,29.5,13.4,19.7,272,0.2,11.55,0,43,28.8,89,41,29.665,29.195,47.2,67.9,41.3,11/13/2011,11,0.47
10/28/2011,32.8,42,9.8,30.3,6.8,10.1,273,0.89,11.35,0,43,14.4,85,23,30.409,30.076,17.3,27.6,44.8,10/28/2011,10,0.333
10/29/2011,41.2,29,10.5,29.9,13.4,19.3,267,0.89,11.35,0,43,36.9,40,17,30.061,29.786,35.7,51.8,48.3,10/29/2011,10,0.275
10/18/2011,40.2,42,17.1,30.2,0,0,340,0.34,10.8,0,43,27.8,76,20,30.359,30.054,0,0,52.8,10/18/2011,10,0.305
10/19/2011,36.4,52,17.3,30.1,0,0,26,0.34,10.8,0,42.9,18.3,86,19,30.358,29.896,0,0,58.3,10/19/2011,10,0.462
10/20/2011,50.7,27,16.8,29.9,0,0,282,0.34,10.8,0,42.9,30.4,62,15,30.016,29.715,0,0,63.5,10/20/2011,10,0.301
10/21/2011,51.3,28,18.2,30,0,0,289,0.34,10.8,0,42.9,38.3,46,13,30.104,29.834,0,0,70.4,10/21/2011,10,0.27
10/22/2011,49.7,35,21.5,30,0,0,292,0.34,10.8,0,42.9,38.5,63,17,30.085,29.887,0,0,61,10/22/2011,10,0.198
10/23/2011,54.2,22,15.3,29.9,0,0,282,0.34,10.8,0,42.9,46.5,32,11,29.988,29.833,0,0,70.3,10/23/2011,10,0.155
10/24/2011,54.1,20,13.2,29.8,0,0,283,0.34,10.8,0,42.8,40.5,35,10,29.966,29.618,0,0,70.9,10/24/2011,10,0.348
10/25/2011,43.7,54,25.2,29.8,0,0,338,0.35,10.81,0,42.8,26.6,91,23,30.07,29.604,0,0,59.2,10/25/2011,10,0.466
10/26/2011,22.4,86,18.8,30.3,2.9,4.1,76,0.35,10.81,0,42.8,14.6,91,77,30.383,30.008,10.4,11.5,26.6,10/26/2011,10,0.375
10/27/2011,17.7,71,9.4,30.4,1.4,2.3,1,0.88,11.34,0,42.8,-1.2,85,35,30.537,30.252,8.1,11.5,39.8,10/27/2011,10,0.285
10/17/2011,45.5,51,27.9,29.9,0,0,296,0.34,10.8,0,42.8,38.5,87,31,30.182,29.513,0,0,56,10/17/2011,10,0.669
10/6/2011,44.4,50,25.4,29.4,8.1,12,279,0.01,10.47,0,42.8,35,83,24,29.6,29.12,29.9,42.6,62.6,10/6/2011,10,0.48
10/7/2011,40.8,27,8.6,29.8,12,17.4,277,0.02,10.48,0,42.8,33.5,41,15,29.92,29.557,27.6,42.6,50.7,10/7/2011,10,0.363
10/8/2011,34.1,76,26.1,30,1,1.9,286,0.22,10.68,0,42.8,30.1,91,32,30.226,29.762,11.5,12.7,38.6,10/8/2011,10,0.464
10/9/2011,36.6,74,28.3,30.1,2.5,4.1,332,0.24,10.7,0,42.8,25.6,90,32,30.253,29.935,16.1,21.9,49.9,10/9/2011,10,0.318
10/10/2011,42.8,49,22.8,29.9,7.5,10.8,279,0.24,10.7,0,42.7,29.8,91,26,30.014,29.747,24.2,34.5,56.6,10/10/2011,10,0.267
10/11/2011,45.6,54,29,29.7,7.9,11.9,274,0.26,10.72,0,42.7,34.7,82,29,29.841,29.633,23,33.4,55.7,10/11/2011,10,0.208
10/12/2011,48.1,30,15.6,29.9,9.5,14.6,275,0.27,10.73,0,42.7,40.3,76,13,30.033,29.744,21.9,43.7,58.1,10/12/2011,10,0.289
10/13/2011,54.2,23,16.4,29.8,3,4.1,257,0.27,10.73,0,42.7,46,44,16,29.932,29.688,25.3,36.8,73.8,10/13/2011,10,0.244
10/14/2011,55.4,31,24.2,29.8,0,0,274,0.27,10.73,0,42.7,44.3,45,18,29.872,29.685,0,0,74.2,10/14/2011,10,0.187
10/15/2011,60.8,23,21.4,29.8,0,0,264,0.27,10.73,0,42.6,50.4,34,12,29.907,29.619,0,0,74.3,10/15/2011,10,0.288
10/16/2011,55.8,36,26.3,29.7,0,0,319,0.27,10.73,0,42.6,35,77,15,29.946,29.584,0,0,77.1,10/16/2011,10,0.362
10/5/2011,54.3,47,33.8,29.5,5.7,8.8,275,0,10.46,0,42.6,21.5,74,24,29.585,29.281,16.1,24.2,62.9,10/5/2011,10,0.304
8/27/2011,63.7,57,45.7,29.9,2.9,4.6,271,0.35,9.29,0,42.6,47.3,92,22,30.017,29.736,15,21.9,80.8,8/27/2011,8,0.281
8/28/2011,62.6,60,47.1,29.8,2.2,3.6,10,0.39,9.33,0,42.6,51,85,20,29.914,29.681,21.9,28.8,81.3,8/28/2011,8,0.233
8/29/2011,62.1,62,46.6,29.7,5,7.7,282,0.45,9.39,0,42.6,51.1,94,25,29.853,29.578,20.7,35.7,79,8/29/2011,8,0.275
8/30/2011,67.5,35,37.1,29.6,7.4,10.8,281,0.45,9.39,0,42.6,52,61,20,29.723,29.541,20.7,34.5,79.9,8/30/2011,8,0.182
8/31/2011,69.7,33,36.6,29.6,8.2,11.9,265,0.45,9.39,0,42.6,55.1,77,14,29.726,29.405,34.5,51.8,81.8,8/31/2011,8,0.321
9/26/2011,61.2,31,25.8,29.8,3.3,5.3,294,0,9.39,0,42.6,38.3,68,11,29.833,29.664,16.1,21.9,77,9/26/2011,9,0.169
9/27/2011,57.2,40,29.8,29.9,2,3.7,294,0,9.39,0,42.6,37.2,84,14,30.075,29.824,11.5,20.7,76.6,9/27/2011,9,0.251
9/29/2011,53.4,43,28.4,30,5.4,7.3,326,0,9.39,0,42.5,35.6,78,21,30.342,29.869,10.4,12.7,73.9,9/29/2011,9,0.473
9/30/2011,52.2,50,28.3,30.1,3.1,5,281,0,9.39,0,42.5,29.5,92,12,30.327,29.894,16.1,27.6,77.6,9/30/2011,9,0.433
10/1/2011,55.6,44,30.5,30,2.7,4.4,270,0,10.46,0,42.5,35.6,76,16,30.176,29.821,21.9,26.5,77,10/1/2011,10,0.355
10/2/2011,58,41,32.8,29.9,2.8,4.4,291,0,10.46,0,42.5,42.8,68,18,30.023,29.822,12.7,17.3,77.6,10/2/2011,10,0.201
10/3/2011,55,49,33.7,29.9,1.9,3.5,248,0,10.46,0,42.4,37.3,80,23,30.15,29.777,15,20.7,78.3,10/3/2011,10,0.373
10/4/2011,54.1,52,34.4,29.8,4.1,6.2,260,0,10.46,0,42.4,37.3,76,24,29.921,29.531,21.9,31.1,77.1,10/4/2011,10,0.39
8/20/2011,64.2,52,43.7,29.8,3,5.3,79,0.13,9.07,0,42.3,45.2,90,25,29.908,29.716,13.8,20.7,79.7,8/20/2011,8,0.192
8/21/2011,64.3,57,45.5,29.8,4.4,6.7,276,0.24,9.18,0,42.3,48.9,92,19,29.916,29.687,18.4,24.2,81.3,8/21/2011,8,0.229
8/22/2011,67.8,43,41.4,29.8,5.2,7.8,284,0.24,9.18,0,42.3,50.4,79,19,29.854,29.674,18.4,26.5,81.2,8/22/2011,8,0.18
8/23/2011,71.1,30,34.2,29.7,5.2,8,293,0.24,9.18,0,42.3,51.1,65,12,29.795,29.61,16.1,25.3,83.9,8/23/2011,8,0.185
8/24/2011,68.2,36,37.3,29.8,3.5,5.4,317,0.24,9.18,0,42.3,48.8,80,16,29.879,29.693,19.6,31.1,82.8,8/24/2011,8,0.186
8/25/2011,66,48,42.5,29.8,4.7,6.8,287,0.35,9.29,0,42.2,46.2,85,18,29.88,29.67,17.3,26.5,82.4,8/25/2011,8,0.21
8/26/2011,64.5,57,47.1,29.9,2.8,4.5,1,0.35,9.29,0,42.2,50.2,90,23,30.01,29.751,19.6,26.5,79.5,8/26/2011,8,0.259
8/19/2011,65.3,36,36,29.7,4.8,7.1,294,0.13,9.07,0,42.2,52.8,73,21,29.767,29.493,18.4,26.5,79.2,8/19/2011,8,0.274
8/8/2011,67.1,22,24.1,29.7,5.5,8.6,296,0.01,8.95,0,42.1,50.2,53,8,29.747,29.591,20.7,29.9,80.3,8/8/2011,8,0.156
8/9/2011,64.5,41,32.9,29.7,4.3,6.7,320,0.01,8.95,0,42.1,41.1,84,10,29.775,29.529,18.4,26.5,81.3,8/9/2011,8,0.246
8/10/2011,61.2,61,46.1,29.7,3.9,6.1,73,0.01,8.95,0,42.1,44.6,93,34,29.733,29.575,15,19.6,79.1,8/10/2011,8,0.158
8/11/2011,63.2,35,28.9,29.7,4.3,6.6,282,0.01,8.95,0,42.1,39.9,79,10,29.822,29.56,21.9,32.2,80.5,8/11/2011,8,0.262
8/12/2011,62.3,37,34.7,29.8,3.2,5.4,99,0.01,8.95,0,42.1,41.9,64,15,29.843,29.688,15,20.7,79.1,8/12/2011,8,0.155
8/13/2011,63,48,40,29.8,3.6,5.7,82,0.01,8.95,0,42,40.5,83,13,29.967,29.75,19.6,24.2,79.1,8/13/2011,8,0.217
8/14/2011,63.3,52,43.4,29.8,5.6,8.7,287,0.12,9.06,0,42,48.3,88,26,29.879,29.621,20.7,34.5,79.2,8/14/2011,8,0.258
8/15/2011,69.8,36,40.1,29.6,7.8,11.7,275,0.12,9.06,0,42,58.1,52,20,29.699,29.518,17.3,28.8,79.5,8/15/2011,8,0.181
8/16/2011,64.6,44,40.3,29.8,4.8,7.6,278,0.12,9.06,0,42,48.2,88,18,29.937,29.591,19.6,31.1,81.1,8/16/2011,8,0.346
8/17/2011,64.9,44,36.5,29.9,3.4,5.4,284,0.12,9.06,0,42,42.9,91,10,30.016,29.736,21.9,29.9,83.9,8/17/2011,8,0.28
8/18/2011,66,32,27.8,29.8,3.3,5.7,303,0.12,9.06,0,42,41.2,76,6,29.942,29.654,18.4,29.9,85.8,8/18/2011,8,0.288
8/7/2011,65.5,31,27.1,29.7,4.8,7.5,286,0.01,8.95,0,42,41.3,82,9,29.818,29.565,23,32.2,81.5,8/7/2011,8,0.253
7/26/2011,67.8,46,44.9,29.5,6,9,280,0.79,7.62,0,41.9,56.2,84,27,29.655,29.442,17.3,25.3,78.7,7/26/2011,7,0.213
7/27/2011,67.2,47,45.4,29.6,5,7.5,279,0.79,7.62,0,41.9,54.7,75,23,29.716,29.518,13.8,19.6,79.1,7/27/2011,7,0.198
7/28/2011,61.9,59,45.8,29.8,3,4.9,285,1.18,8.01,0,41.9,47.7,91,28,29.991,29.702,13.8,19.6,78.8,7/28/2011,7,0.289
7/29/2011,63.5,56,44.8,29.9,2.2,4,131,1.18,8.01,0,41.9,45.4,91,27,30.048,29.741,12.7,19.6,79,7/29/2011,7,0.307
7/30/2011,66.6,41,37.3,29.9,2.8,4.6,106,1.18,8.01,0,41.9,44.8,85,15,29.968,29.735,16.1,24.2,82.5,7/30/2011,7,0.233
7/31/2011,67,48,44.3,29.8,3.9,5.9,320,1.18,8.01,0,41.9,48.2,87,21,29.893,29.646,21.9,27.6,83.4,7/31/2011,7,0.247
8/1/2011,70.6,43,46.9,29.7,8.4,12.1,276,0,8.94,0,41.9,61.5,59,28,29.78,29.61,20.7,29.9,79.8,8/1/2011,8,0.17
8/2/2011,67.9,53,49.6,29.8,4.2,6.8,302,0,8.94,0,41.8,60.9,76,31,29.813,29.664,12.7,21.9,79,8/2/2011,8,0.149
8/3/2011,64.6,64,51.1,29.7,2.7,4.4,54,0.01,8.95,0,41.8,51.3,93,31,29.867,29.638,17.3,24.2,79.4,8/3/2011,8,0.229
8/4/2011,65.3,48,43.9,29.7,4.8,7.4,268,0.01,8.95,0,41.8,52.9,78,27,29.814,29.629,16.1,24.2,79,8/4/2011,8,0.185
8/5/2011,67.4,37,36.8,29.7,6.5,9.7,286,0.01,8.95,0,41.8,51.6,74,16,29.784,29.598,21.9,32.2,79,8/5/2011,8,0.186
8/6/2011,64.4,39,33.5,29.8,3.9,6.1,285,0.01,8.95,0,41.8,43.5,85,14,29.864,29.638,19.6,28.8,80.3,8/6/2011,8,0.226
7/19/2011,69,49,47.7,29.7,6.7,10,279,0.73,7.56,0,41.8,53.3,80,27,29.848,29.555,19.6,31.1,81.4,7/19/2011,7,0.293
7/20/2011,69.8,39,42.6,29.6,8.6,12.7,280,0.73,7.56,0,41.8,54.3,65,19,29.745,29.515,20.7,34.5,81.2,7/20/2011,7,0.23
7/21/2011,64.7,50,41.7,29.7,3.6,5.7,295,0.77,7.6,0,41.8,44.9,91,16,29.798,29.545,17.3,25.3,80.8,7/21/2011,7,0.253
7/22/2011,66.6,39,34.1,29.6,5.1,7.5,267,0.77,7.6,0,41.8,43.8,88,12,29.803,29.513,21.9,29.9,81,7/22/2011,7,0.29
7/23/2011,68.2,36,34.9,29.7,4.3,6.5,269,0.77,7.6,0,41.8,46.4,80,8,29.783,29.612,20.7,26.5,82.8,7/23/2011,7,0.171
7/24/2011,68.1,51,46,29.8,3.1,5,83,0.77,7.6,0,41.8,49.2,92,13,29.912,29.742,17.3,21.9,82.1,7/24/2011,7,0.17
